id,platform,source
733376,iOS,tapjoy
735726,iOS,organic
735738,iOS,tapjoy
735740,iOS,tapjoy
735744,iOS,tapjoy
738112,iOS,tapjoy
738128,iOS,tapjoy
738138,iOS,tapjoy
740530,iOS,organic
740532,iOS,tapjoy
742946,iOS,tapjoy
742956,iOS,tapjoy
742968,iOS,tapjoy
745364,iOS,tapjoy
747680,web,tapjoy
747686,web,tapjoy
747730,web,organic
750082,web,tapjoy
750106,web,tapjoy
750116,web,tapjoy
752518,web,tapjoy
752556,web,tapjoy
757290,android,organic
757314,android,organic
757328,android,organic
757350,android,organic
762096,android,organic
762098,android,organic
764540,iOS,organic
764556,iOS,organic
764566,iOS,organic
766896,iOS,organic
766904,iOS,organic
766914,iOS,organic
769370,iOS,tapjoy
771688,iOS,tapjoy
771698,iOS,organic
771712,iOS,organic
771734,iOS,tapjoy
774114,web,organic
774126,web,organic
774128,web,organic
774142,web,organic
774146,web,organic
781292,android,organic
783720,android,admob
783734,android,admob
786140,android,admob
786184,android,organic
788510,android,organic
793278,android,admob
793310,android,admob
795712,iOS,organic
795750,iOS,organic
798064,iOS,admob
798156,iOS,organic
800490,iOS,organic
800536,iOS,organic
802942,iOS,organic
805296,iOS,admob
807774,web,admob
817278,android,admob
817302,android,organic
817328,android,admob
819678,android,admob
819682,android,admob
819732,android,organic
819750,android,admob
822094,android,admob
822146,android,admob
824510,android,admob
826900,android,admob
826920,android,admob
829294,iOS,organic
834094,iOS,organic
834124,iOS,organic
836520,iOS,admob
836540,iOS,admob
836556,iOS,organic
838904,iOS,admob
838910,iOS,organic
838938,iOS,organic
841304,iOS,organic
841330,iOS,organic
841354,iOS,admob
843702,iOS,admob
843738,iOS,organic
846150,web,admob
850938,android,admob
853292,android,organic
853300,android,organic
853304,android,organic
853362,android,organic
855696,android,organic
855710,android,organic
855728,android,organic
855770,android,organic
858164,android,organic
860504,iOS,organic
860548,iOS,admob
862906,iOS,admob
865344,iOS,admob
867756,iOS,admob
867784,iOS,organic
872480,iOS,admob
872560,iOS,organic
874882,iOS,admob
874926,iOS,organic
877334,iOS,admob
877338,iOS,admob
879728,iOS,organic
882114,iOS,admob
882134,iOS,organic
882158,iOS,organic
884528,web,admob
886902,web,organic
886924,web,organic
886946,web,organic
889284,android,organic
889362,android,organic
891730,iOS,organic
677932,android,tapjoy
682704,android,tapjoy
682752,android,tapjoy
685092,android,tapjoy
685140,android,tapjoy
687540,android,tapjoy
687556,android,organic
689876,android,organic
689910,android,organic
692332,iOS,tapjoy
692348,iOS,organic
694684,iOS,tapjoy
697102,iOS,tapjoy
697136,iOS,tapjoy
699502,iOS,tapjoy
699532,iOS,organic
699568,iOS,tapjoy
701880,iOS,tapjoy
701900,iOS,tapjoy
701902,iOS,organic
701910,iOS,tapjoy
701920,iOS,tapjoy
704284,iOS,organic
704332,iOS,tapjoy
706740,iOS,organic
711472,iOS,tapjoy
711490,iOS,tapjoy
711520,iOS,tapjoy
711530,iOS,tapjoy
716292,web,tapjoy
716320,web,tapjoy
718688,web,tapjoy
718730,web,tapjoy
718748,web,tapjoy
721162,android,tapjoy
721164,android,organic
721178,android,organic
723532,android,organic
725922,android,tapjoy
725928,android,tapjoy
725944,android,tapjoy
728286,iOS,tapjoy
728364,iOS,tapjoy
730738,iOS,tapjoy
733134,iOS,tapjoy
733138,iOS,tapjoy
733144,iOS,tapjoy
733152,iOS,tapjoy
735536,iOS,tapjoy
735538,iOS,tapjoy
740316,iOS,tapjoy
740324,iOS,tapjoy
742772,iOS,tapjoy
745106,iOS,tapjoy
747552,web,tapjoy
749910,web,tapjoy
749938,web,tapjoy
749974,web,tapjoy
752330,web,tapjoy
754672,android,organic
754744,android,organic
757068,android,organic
757074,android,organic
757102,android,organic
757110,android,organic
757136,android,organic
757152,android,tapjoy
759552,android,organic
761864,android,organic
764294,iOS,organic
764296,iOS,organic
764300,iOS,organic
766676,iOS,tapjoy
766680,iOS,tapjoy
766716,iOS,organic
769142,iOS,organic
769172,iOS,organic
769174,iOS,organic
773904,web,organic
776264,web,organic
776290,web,organic
776304,web,organic
776320,web,organic
776324,web,organic
778702,android,admob
778748,android,admob
781104,android,admob
781122,android,admob
781130,android,organic
783528,android,admob
785926,android,admob
785990,android,admob
788310,android,admob
788320,android,organic
790664,android,organic
790672,android,organic
790686,android,admob
790698,android,admob
790704,android,organic
790708,android,admob
790750,android,admob
793094,android,admob
793136,android,admob
793144,android,admob
795490,iOS,organic
800338,iOS,organic
802666,iOS,admob
802698,iOS,organic
807520,web,admob
809886,web,admob
809896,web,organic
809906,web,organic
809936,web,admob
809960,web,organic
812288,web,admob
812326,web,admob
814668,android,organic
814686,android,organic
814726,android,admob
819470,android,organic
819486,android,organic
819488,android,admob
819530,android,admob
821858,android,admob
821890,android,admob
821952,android,organic
824282,android,admob
829170,iOS,admob
831496,iOS,admob
831560,iOS,admob
833880,iOS,admob
833896,iOS,organic
838726,iOS,organic
841170,iOS,organic
841176,iOS,organic
841186,iOS,organic
843508,iOS,organic
843530,iOS,organic
843590,iOS,organic
845924,web,organic
845930,web,admob
845968,web,admob
848314,web,organic
848318,web,organic
850728,android,organic
850732,android,organic
850752,android,admob
850772,android,organic
855522,android,admob
855556,android,organic
857898,android,admob
857956,android,organic
860342,iOS,admob
860390,iOS,admob
862662,iOS,admob
862670,iOS,admob
862714,iOS,admob
862732,iOS,organic
865116,iOS,organic
865118,iOS,admob
865188,iOS,admob
867568,iOS,admob
869928,iOS,admob
872320,iOS,admob
872336,iOS,admob
872346,iOS,organic
874678,iOS,admob
874710,iOS,admob
874732,iOS,admob
874742,iOS,organic
877186,iOS,admob
877194,iOS,admob
879532,iOS,organic
879548,iOS,admob
881864,iOS,admob
881916,iOS,admob
881950,iOS,admob
881974,iOS,admob
884342,web,organic
884362,web,organic
886712,web,organic
886722,web,admob
886752,web,organic
889070,android,organic
889178,android,organic
680320,android,tapjoy
680370,android,tapjoy
680404,android,tapjoy
682792,android,tapjoy
685182,android,tapjoy
687542,android,tapjoy
687544,android,organic
689954,android,tapjoy
692368,iOS,tapjoy
692374,iOS,organic
692388,iOS,tapjoy
692400,iOS,organic
694788,iOS,organic
697148,iOS,tapjoy
699546,iOS,tapjoy
699596,iOS,organic
701934,iOS,tapjoy
706824,iOS,tapjoy
709164,iOS,tapjoy
709168,iOS,tapjoy
709192,iOS,organic
711550,iOS,tapjoy
711560,iOS,tapjoy
711570,iOS,tapjoy
711616,iOS,tapjoy
711630,iOS,tapjoy
713960,web,tapjoy
713998,web,tapjoy
716338,web,organic
716344,web,tapjoy
716364,web,tapjoy
718798,web,organic
718810,web,tapjoy
718834,web,tapjoy
723554,android,organic
723592,android,organic
723614,android,tapjoy
725964,android,organic
728340,iOS,organic
728416,iOS,organic
730756,iOS,tapjoy
730760,iOS,tapjoy
730762,iOS,tapjoy
733124,iOS,organic
733140,iOS,organic
733178,iOS,organic
737934,iOS,tapjoy
737984,iOS,tapjoy
737992,iOS,organic
740362,iOS,tapjoy
740400,iOS,tapjoy
740408,iOS,tapjoy
742718,iOS,organic
745134,iOS,tapjoy
745136,iOS,tapjoy
745184,iOS,tapjoy
745198,iOS,tapjoy
747556,web,tapjoy
747558,web,organic
747608,web,tapjoy
749904,web,organic
749940,web,organic
749976,web,organic
749990,web,tapjoy
752380,web,tapjoy
754752,android,organic
754812,android,organic
757164,android,organic
759510,android,organic
759596,android,organic
761990,android,organic
762026,android,organic
762030,android,organic
764344,iOS,tapjoy
764350,iOS,organic
766788,iOS,organic
766794,iOS,tapjoy
769124,iOS,organic
769156,iOS,organic
771584,iOS,tapjoy
771600,iOS,organic
773978,web,organic
774024,web,organic
776342,web,organic
776376,web,organic
778762,android,admob
778770,android,admob
781174,android,admob
781182,android,admob
781184,android,admob
781206,android,admob
783552,android,admob
785952,android,admob
785976,android,organic
785980,android,admob
788340,android,admob
788364,android,organic
790788,android,organic
790820,android,admob
793192,android,admob
797990,iOS,organic
802838,iOS,organic
807608,web,admob
812382,web,organic
812388,web,admob
814784,android,admob
814788,android,admob
814816,android,organic
814832,android,organic
821958,android,admob
821974,android,organic
822032,android,organic
824370,android,admob
824390,android,organic
829146,iOS,admob
829202,iOS,admob
831516,iOS,organic
831548,iOS,organic
831580,iOS,organic
831606,iOS,organic
838794,iOS,organic
841106,iOS,admob
841204,iOS,organic
845940,web,organic
848384,web,admob
848394,web,organic
848418,web,admob
850798,android,admob
853162,android,organic
853192,android,organic
853206,android,organic
855594,android,admob
857946,android,organic
860334,iOS,admob
860340,iOS,admob
862764,iOS,admob
862770,iOS,admob
862806,iOS,admob
862808,iOS,organic
865192,iOS,organic
867576,iOS,admob
867598,iOS,organic
869916,iOS,admob
869964,iOS,organic
872372,iOS,admob
872402,iOS,admob
877192,iOS,admob
877196,iOS,organic
879554,iOS,organic
879618,iOS,organic
881996,iOS,organic
884372,web,admob
884384,web,admob
884420,web,organic
886788,web,admob
889184,android,organic
889210,android,organic
891582,iOS,organic
891606,iOS,organic
891610,iOS,organic
891622,iOS,organic
677220,web,organic
677246,web,organic
679666,android,tapjoy
682032,android,organic
684380,android,tapjoy
684400,android,tapjoy
686816,android,organic
689228,android,tapjoy
691568,iOS,organic
691608,iOS,organic
694034,iOS,tapjoy
694042,iOS,organic
694050,iOS,tapjoy
696426,iOS,tapjoy
701176,iOS,tapjoy
701262,iOS,tapjoy
701270,iOS,organic
703652,iOS,tapjoy
703686,iOS,tapjoy
705982,iOS,tapjoy
705998,iOS,tapjoy
710812,iOS,tapjoy
710828,iOS,tapjoy
710842,iOS,organic
710856,iOS,tapjoy
713180,iOS,organic
715636,web,organic
717998,web,organic
718034,web,organic
720400,android,tapjoy
720462,android,tapjoy
720470,android,tapjoy
722830,android,organic
722834,android,organic
725232,android,organic
725240,android,tapjoy
727618,android,organic
727626,android,organic
727642,android,organic
729976,iOS,organic
729982,iOS,tapjoy
730008,iOS,tapjoy
730052,iOS,tapjoy
732426,iOS,tapjoy
734772,iOS,tapjoy
734780,iOS,tapjoy
734792,iOS,tapjoy
734804,iOS,tapjoy
734814,iOS,tapjoy
734828,iOS,tapjoy
734842,iOS,organic
739626,iOS,organic
739658,iOS,tapjoy
739664,iOS,tapjoy
742006,iOS,organic
742078,iOS,organic
744392,iOS,tapjoy
746788,web,tapjoy
749212,web,tapjoy
749240,web,tapjoy
749244,web,tapjoy
749250,web,tapjoy
751582,web,tapjoy
751592,web,tapjoy
751628,web,organic
751636,web,tapjoy
751642,web,organic
751648,web,organic
758870,android,organic
761210,android,organic
761216,android,organic
761226,android,organic
761254,android,organic
761258,android,organic
763584,iOS,organic
763610,iOS,organic
763642,iOS,organic
766038,iOS,organic
768382,iOS,organic
768410,iOS,organic
770786,iOS,organic
770814,iOS,organic
773216,iOS,organic
773218,iOS,organic
775610,web,organic
775612,web,organic
775622,web,organic
775634,web,organic
775656,web,tapjoy
775676,web,organic
775678,web,organic
778048,android,admob
780390,android,admob
782812,android,admob
782828,android,admob
782840,android,admob
785172,android,admob
785240,android,admob
785242,android,admob
787624,android,admob
790006,android,organic
790032,android,organic
790048,android,admob
792368,android,admob
792394,android,organic
792454,android,organic
797220,iOS,admob
799636,iOS,organic
799652,iOS,admob
799654,iOS,admob
799680,iOS,organic
802020,iOS,admob
804392,iOS,organic
804420,iOS,admob
806784,web,organic
806858,web,admob
809214,web,organic
809276,web,organic
811572,web,admob
811576,web,organic
814054,android,organic
816390,android,admob
816434,android,organic
816450,android,admob
818782,android,organic
818784,android,admob
818802,android,admob
823600,android,admob
825994,android,organic
826000,android,organic
830848,iOS,organic
833206,iOS,organic
833208,iOS,organic
833228,iOS,admob
833260,iOS,organic
835570,iOS,admob
835586,iOS,organic
837986,iOS,admob
837988,iOS,admob
838006,iOS,organic
838042,iOS,admob
840444,iOS,organic
842796,iOS,organic
842826,iOS,admob
842834,iOS,organic
842846,iOS,admob
842894,iOS,admob
845186,web,admob
845244,web,admob
847636,web,organic
847642,web,admob
847652,web,admob
850006,web,admob
850030,web,admob
850042,web,organic
850068,web,admob
852394,android,organic
852422,android,organic
852462,android,organic
854798,android,organic
854802,android,organic
854816,android,organic
854846,android,organic
857214,android,admob
857266,android,organic
857274,android,organic
859630,iOS,organic
861998,iOS,admob
864416,iOS,admob
864424,iOS,admob
864428,iOS,admob
864438,iOS,admob
864470,iOS,admob
866840,iOS,organic
869206,iOS,admob
874050,iOS,admob
876414,iOS,admob
876418,iOS,admob
876468,iOS,admob
881178,iOS,admob
881180,iOS,admob
881220,iOS,admob
885998,web,admob
888410,android,organic
888444,android,organic
888446,android,organic
890804,iOS,organic
890806,iOS,organic
893218,iOS,organic
678040,android,tapjoy
678072,android,organic
680456,android,organic
685270,android,tapjoy
687664,android,tapjoy
690080,android,tapjoy
690114,android,tapjoy
692430,iOS,tapjoy
694870,iOS,tapjoy
699680,iOS,organic
702072,iOS,tapjoy
702090,iOS,tapjoy
704494,iOS,organic
706848,iOS,tapjoy
706864,iOS,tapjoy
706882,iOS,tapjoy
711648,iOS,tapjoy
711672,iOS,tapjoy
711694,iOS,organic
711696,iOS,tapjoy
711712,iOS,organic
711714,iOS,organic
714064,web,organic
714126,web,tapjoy
716420,web,tapjoy
716422,web,tapjoy
716472,web,tapjoy
718860,web,tapjoy
718918,web,organic
718924,web,tapjoy
721254,android,tapjoy
721264,android,organic
721286,android,organic
721296,android,tapjoy
723676,android,tapjoy
723680,android,tapjoy
723724,android,organic
723728,android,organic
726052,android,organic
728466,iOS,tapjoy
728470,iOS,organic
728480,iOS,tapjoy
728500,iOS,tapjoy
730904,iOS,tapjoy
730926,iOS,organic
733264,iOS,tapjoy
733300,iOS,tapjoy
735680,iOS,organic
738100,iOS,tapjoy
738104,iOS,tapjoy
738124,iOS,organic
740476,iOS,tapjoy
740486,iOS,tapjoy
740496,iOS,tapjoy
742828,iOS,tapjoy
742846,iOS,organic
742850,iOS,tapjoy
742868,iOS,tapjoy
742872,iOS,tapjoy
742900,iOS,tapjoy
745266,iOS,tapjoy
747726,web,organic
747734,web,tapjoy
750032,web,organic
752466,web,tapjoy
752488,web,tapjoy
752512,web,organic
754874,android,organic
754906,android,organic
757258,android,organic
759624,android,organic
759674,android,organic
762070,android,organic
762106,android,organic
762116,android,organic
764464,iOS,organic
766906,iOS,organic
766918,iOS,organic
771646,iOS,organic
771662,iOS,organic
774066,web,organic
776440,web,organic
776466,web,organic
776484,web,organic
776488,web,organic
778836,android,organic
778872,android,organic
778890,android,admob
781248,android,admob
781264,android,admob
781266,android,admob
781270,android,admob
781296,android,organic
783666,android,admob
783676,android,organic
786022,android,admob
786024,android,admob
786050,android,admob
786066,android,admob
788468,android,admob
788470,android,admob
788476,android,admob
790882,android,admob
795652,iOS,admob
795724,iOS,organic
798122,iOS,organic
800424,iOS,admob
800484,iOS,organic
802854,iOS,organic
805234,iOS,admob
805252,iOS,organic
807692,web,admob
810022,web,organic
810042,web,admob
814874,android,admob
817320,android,admob
817326,android,admob
819684,android,admob
819704,android,admob
822060,android,admob
824450,android,admob
824502,android,admob
826834,android,organic
831626,iOS,admob
831628,iOS,organic
831706,iOS,organic
834066,iOS,organic
834082,iOS,admob
834122,iOS,organic
836468,iOS,organic
841224,iOS,organic
841294,iOS,admob
843624,iOS,admob
843682,iOS,admob
846086,web,admob
846114,web,admob
848468,web,admob
848472,web,admob
848474,web,admob
848488,web,admob
850832,android,organic
850886,android,organic
853254,android,organic
853272,android,admob
853298,android,organic
853320,android,organic
855642,android,organic
855670,android,admob
855678,android,admob
858072,android,organic
858084,android,organic
860446,iOS,admob
860474,iOS,admob
860480,iOS,organic
862856,iOS,admob
865220,iOS,admob
865260,iOS,admob
865278,iOS,admob
865282,iOS,admob
870066,iOS,admob
870080,iOS,admob
870090,iOS,admob
872460,iOS,organic
872474,iOS,admob
872484,iOS,admob
872524,iOS,admob
874914,iOS,organic
874936,iOS,admob
877212,iOS,admob
879654,iOS,admob
879696,iOS,admob
879702,iOS,admob
882022,iOS,admob
884500,web,organic
884510,web,organic
886910,web,admob
889302,android,organic
891660,iOS,organic
891664,iOS,organic
891668,iOS,organic
677680,web,organic
680044,android,tapjoy
682404,android,tapjoy
682462,android,tapjoy
684764,android,tapjoy
684826,android,tapjoy
689592,android,organic
689622,android,tapjoy
689644,android,tapjoy
689654,android,tapjoy
691994,iOS,tapjoy
692060,iOS,tapjoy
694400,iOS,tapjoy
694466,iOS,organic
696820,iOS,tapjoy
696850,iOS,tapjoy
699242,iOS,tapjoy
701612,iOS,tapjoy
701618,iOS,organic
704070,iOS,tapjoy
706412,iOS,tapjoy
706442,iOS,tapjoy
708822,iOS,tapjoy
708836,iOS,tapjoy
708848,iOS,organic
711256,iOS,tapjoy
713598,web,tapjoy
713600,web,tapjoy
715996,web,tapjoy
716004,web,tapjoy
716012,web,tapjoy
716058,web,tapjoy
716084,web,tapjoy
718456,web,organic
718458,web,tapjoy
720794,android,organic
720802,android,organic
720814,android,organic
720870,android,organic
723220,android,tapjoy
723236,android,tapjoy
723246,android,tapjoy
725616,android,organic
730390,iOS,tapjoy
730426,iOS,tapjoy
732834,iOS,tapjoy
737634,iOS,tapjoy
737690,iOS,organic
740010,iOS,organic
740020,iOS,tapjoy
740056,iOS,tapjoy
742448,iOS,organic
742476,iOS,tapjoy
744802,iOS,organic
744808,iOS,organic
744814,iOS,tapjoy
744820,iOS,tapjoy
749606,web,tapjoy
749616,web,tapjoy
749682,web,tapjoy
752026,web,tapjoy
754374,android,organic
759196,android,organic
759214,android,organic
761640,android,organic
764048,iOS,organic
768782,iOS,tapjoy
768806,iOS,organic
768834,iOS,organic
768866,iOS,organic
771192,iOS,organic
773658,web,tapjoy
775990,web,organic
776038,web,organic
780804,android,organic
780826,android,organic
780828,android,organic
780834,android,admob
785612,android,admob
785614,android,admob
785616,android,admob
785642,android,admob
790408,android,admob
790412,android,organic
790456,android,admob
792852,android,organic
795236,iOS,admob
797600,iOS,admob
797682,iOS,admob
799990,iOS,organic
804756,iOS,organic
804790,iOS,admob
807192,web,admob
807220,web,admob
809670,web,admob
812024,web,organic
814402,android,organic
816768,android,organic
816842,android,organic
821614,android,admob
821638,android,admob
823962,android,organic
823976,android,admob
823982,android,admob
823996,android,admob
824036,android,admob
828800,iOS,admob
828820,iOS,admob
828882,iOS,admob
831288,iOS,organic
833598,iOS,organic
833676,iOS,admob
835990,iOS,admob
836028,iOS,organic
836038,iOS,organic
838376,iOS,admob
838412,iOS,organic
838452,iOS,admob
840794,iOS,organic
840892,iOS,organic
843202,iOS,admob
843220,iOS,admob
845616,web,admob
848014,web,organic
852784,android,admob
855200,android,organic
860014,iOS,admob
860076,iOS,admob
862374,iOS,admob
864872,iOS,admob
864890,iOS,admob
864894,iOS,admob
869602,iOS,admob
869632,iOS,admob
869648,iOS,admob
871964,iOS,admob
872042,iOS,admob
874368,iOS,admob
874390,iOS,admob
874438,iOS,admob
879184,iOS,admob
879202,iOS,organic
879246,iOS,organic
881626,iOS,admob
884028,web,organic
886394,web,organic
886432,web,organic
886476,web,organic
888840,android,organic
891268,iOS,organic
891278,iOS,organic
677900,android,tapjoy
680286,android,tapjoy
680302,android,organic
682636,android,tapjoy
682658,android,tapjoy
685044,android,tapjoy
685076,android,tapjoy
685094,android,organic
687450,android,tapjoy
687490,android,tapjoy
687508,android,tapjoy
689894,android,tapjoy
689938,android,organic
694712,iOS,tapjoy
697022,iOS,tapjoy
697030,iOS,organic
697050,iOS,tapjoy
699488,iOS,tapjoy
701860,iOS,tapjoy
701864,iOS,tapjoy
706720,iOS,tapjoy
709098,iOS,tapjoy
709124,iOS,tapjoy
711456,iOS,tapjoy
711518,iOS,tapjoy
716214,web,tapjoy
716280,web,tapjoy
716308,web,tapjoy
716310,web,tapjoy
718634,web,organic
718690,web,tapjoy
718716,web,tapjoy
721036,android,organic
723444,android,organic
723466,android,tapjoy
723474,android,organic
725844,android,tapjoy
725864,android,tapjoy
728234,iOS,tapjoy
728264,iOS,tapjoy
730704,iOS,tapjoy
735516,iOS,tapjoy
737830,iOS,tapjoy
737892,iOS,tapjoy
742626,iOS,organic
742684,iOS,tapjoy
745058,iOS,tapjoy
747476,web,organic
747480,web,tapjoy
752294,web,tapjoy
754674,android,organic
754696,android,organic
754706,android,tapjoy
757142,android,organic
759466,android,organic
761928,android,organic
764222,iOS,tapjoy
764232,iOS,organic
764316,iOS,organic
766724,iOS,organic
769072,iOS,tapjoy
769098,iOS,organic
771480,iOS,organic
771492,iOS,organic
773920,web,tapjoy
776310,web,organic
778682,android,organic
778694,android,admob
781070,android,admob
781112,android,admob
783412,android,organic
783474,android,admob
783496,android,organic
785824,android,admob
785900,android,admob
790696,android,admob
790712,android,admob
790736,android,admob
793046,android,admob
795464,iOS,organic
795480,iOS,organic
797866,iOS,admob
800242,iOS,organic
800256,iOS,organic
800260,iOS,organic
800310,iOS,admob
802660,iOS,admob
802676,iOS,organic
805106,iOS,organic
805122,iOS,organic
807508,web,admob
809860,web,admob
809866,web,organic
812274,web,admob
812298,web,organic
814680,android,admob
817094,android,admob
817112,android,admob
819466,android,admob
821872,android,organic
821894,android,admob
821896,android,admob
821904,android,admob
821934,android,admob
824256,android,organic
824274,android,admob
824306,android,organic
824312,android,organic
824332,android,admob
826656,android,admob
826706,android,admob
829054,iOS,admob
831408,iOS,admob
831440,iOS,organic
831472,iOS,admob
831494,iOS,organic
833914,iOS,organic
833930,iOS,organic
833934,iOS,admob
836258,iOS,admob
836264,iOS,organic
836284,iOS,organic
838638,iOS,organic
841014,iOS,organic
841048,iOS,organic
841058,iOS,organic
841094,iOS,admob
843426,iOS,organic
843430,iOS,admob
843432,iOS,admob
843488,iOS,organic
845836,web,admob
845846,web,organic
845852,web,admob
848300,web,admob
850636,web,organic
853048,android,organic
855526,android,admob
857886,android,admob
857910,android,organic
857924,android,admob
860228,iOS,admob
860266,iOS,organic
860280,iOS,organic
862652,iOS,admob
862722,iOS,admob
862738,iOS,admob
865080,iOS,admob
865082,iOS,admob
867430,iOS,admob
867432,iOS,organic
869812,iOS,admob
869860,iOS,admob
872254,iOS,admob
872266,iOS,admob
872322,iOS,admob
874676,iOS,admob
874722,iOS,admob
877022,iOS,organic
879454,iOS,organic
884236,web,organic
884280,web,organic
884298,web,organic
884304,web,organic
884316,web,admob
886618,web,admob
886634,web,organic
886664,web,organic
886682,web,organic
889064,android,organic
889096,android,organic
889104,android,organic
891428,iOS,organic
891496,iOS,organic
891508,iOS,organic
893834,iOS,organic
678140,android,tapjoy
680602,android,tapjoy
682960,android,organic
682976,android,tapjoy
683018,android,organic
687746,android,tapjoy
687778,android,tapjoy
690208,android,tapjoy
690228,android,organic
692576,iOS,tapjoy
694982,iOS,tapjoy
695014,iOS,tapjoy
697316,iOS,tapjoy
697358,iOS,tapjoy
697410,iOS,tapjoy
702162,iOS,tapjoy
704546,iOS,organic
706992,iOS,tapjoy
709388,iOS,tapjoy
711758,iOS,organic
716562,web,organic
718980,web,tapjoy
719008,web,organic
721344,android,organic
723780,android,organic
726166,android,tapjoy
728560,iOS,tapjoy
731010,iOS,tapjoy
731012,iOS,organic
733304,iOS,tapjoy
733330,iOS,tapjoy
735724,iOS,organic
735784,iOS,tapjoy
738200,iOS,tapjoy
738230,iOS,tapjoy
742922,iOS,organic
745390,iOS,tapjoy
745406,iOS,tapjoy
747782,web,tapjoy
750132,web,tapjoy
750150,web,tapjoy
750214,web,tapjoy
752536,web,tapjoy
752542,web,tapjoy
752594,web,tapjoy
754956,android,tapjoy
755010,android,organic
755012,android,organic
757416,android,organic
759726,android,organic
759742,android,organic
759784,android,organic
759788,android,organic
762238,android,organic
764508,iOS,organic
764546,iOS,organic
764552,iOS,organic
764600,iOS,organic
766968,iOS,organic
769332,iOS,organic
769352,iOS,organic
771796,iOS,organic
771798,iOS,organic
774164,web,organic
774174,web,tapjoy
776560,web,tapjoy
776578,web,organic
778922,android,admob
778960,android,organic
781348,android,admob
781428,android,admob
783770,android,admob
786170,android,admob
786222,android,admob
790942,android,admob
790992,android,organic
790996,android,admob
793400,iOS,organic
795822,iOS,admob
798160,iOS,organic
798162,iOS,admob
798180,iOS,admob
798182,iOS,organic
800584,iOS,organic
800600,iOS,organic
802970,iOS,organic
803000,iOS,admob
805328,iOS,admob
805370,iOS,organic
805384,iOS,organic
805406,iOS,organic
807742,web,admob
807750,web,admob
810128,web,admob
810162,web,organic
814972,android,organic
814976,android,admob
814994,android,admob
815008,android,admob
817360,android,organic
817382,android,organic
819772,android,organic
822168,android,organic
822172,android,organic
822218,android,admob
822234,android,admob
826936,android,organic
827008,android,admob
829358,iOS,admob
831738,iOS,organic
831814,iOS,organic
831816,iOS,admob
834170,iOS,organic
836598,iOS,organic
839002,iOS,organic
839012,iOS,admob
841392,iOS,admob
846170,web,organic
846176,web,organic
846228,web,admob
848548,web,admob
848634,web,organic
850974,android,admob
850984,android,admob
851002,android,admob
853342,android,organic
853360,android,organic
853432,android,admob
853438,android,organic
855746,android,admob
855786,android,organic
858130,android,organic
858156,android,admob
860564,iOS,admob
862954,iOS,admob
862996,iOS,organic
863030,iOS,admob
865322,iOS,admob
865336,iOS,admob
865372,iOS,admob
867726,iOS,admob
867738,iOS,admob
870138,iOS,admob
870144,iOS,admob
870168,iOS,admob
872574,iOS,organic
872618,iOS,admob
877326,iOS,admob
877356,iOS,admob
877364,iOS,organic
879820,iOS,admob
879824,iOS,admob
882162,iOS,admob
882204,iOS,admob
882222,iOS,organic
882232,iOS,admob
884524,web,organic
884574,web,admob
884582,web,admob
884586,web,admob
886920,web,admob
886926,web,admob
889384,android,organic
680080,android,tapjoy
680138,android,tapjoy
680152,android,organic
682482,android,organic
682572,android,tapjoy
684884,android,tapjoy
684926,android,organic
684936,android,tapjoy
687276,android,tapjoy
687278,android,organic
687280,android,tapjoy
687354,android,tapjoy
689740,android,tapjoy
692106,iOS,tapjoy
692150,iOS,tapjoy
692162,iOS,tapjoy
694536,iOS,organic
696910,iOS,tapjoy
699312,iOS,tapjoy
699358,iOS,tapjoy
704126,iOS,tapjoy
704132,iOS,tapjoy
704174,iOS,tapjoy
706504,iOS,tapjoy
708926,iOS,tapjoy
711292,iOS,tapjoy
711298,iOS,tapjoy
711352,iOS,tapjoy
713724,web,tapjoy
713728,web,tapjoy
713744,web,tapjoy
716096,web,tapjoy
716110,web,tapjoy
716154,web,organic
716164,web,tapjoy
716168,web,tapjoy
716176,web,tapjoy
718510,web,tapjoy
718516,web,tapjoy
718532,web,organic
718542,web,tapjoy
720902,android,organic
720914,android,tapjoy
720950,android,organic
720958,android,tapjoy
720968,android,tapjoy
720976,android,organic
723308,android,organic
723324,android,organic
723332,android,organic
723346,android,organic
723370,android,organic
725764,android,tapjoy
728112,iOS,tapjoy
728146,iOS,tapjoy
730468,iOS,tapjoy
730492,iOS,organic
730498,iOS,tapjoy
730538,iOS,tapjoy
732896,iOS,tapjoy
732912,iOS,tapjoy
732918,iOS,tapjoy
735270,iOS,tapjoy
735332,iOS,organic
735342,iOS,tapjoy
737752,iOS,organic
737782,iOS,tapjoy
737790,iOS,organic
740104,iOS,tapjoy
740112,iOS,tapjoy
740126,iOS,tapjoy
740142,iOS,organic
742510,iOS,tapjoy
742512,iOS,tapjoy
742576,iOS,tapjoy
744926,iOS,tapjoy
744936,iOS,tapjoy
747270,web,tapjoy
749724,web,tapjoy
752060,web,tapjoy
756940,android,organic
759358,android,organic
761728,android,organic
768940,iOS,tapjoy
771310,iOS,organic
771340,iOS,tapjoy
776066,web,organic
776094,web,organic
776106,web,organic
776118,web,organic
778570,android,admob
780900,android,admob
780914,android,admob
783288,android,admob
783292,android,organic
783368,android,admob
785746,android,organic
788104,android,organic
788108,android,organic
788122,android,organic
792874,android,admob
792900,android,admob
795300,iOS,organic
